num_doc,wiki_text,viki_text
178,There is usually a 15-minute half-time break between halves.,"A game lasts around 90 minutes, sometimes more, with a 15 minute break in between each 45 minutes."
180,"Lazio have been Italian champions twice (1974, 2000), and have won the Coppa Italia seven times, the Supercoppa Italiana four times, and both the UEFA Cup Winners' Cup and UEFA Super Cup on one occasion. The club had their first major success in 1958, winning the domestic cup. In 1974, they won their first Serie A title.","S.S. Lazio is a soccer club based in Rome; it plays in Serie A, the first championship in Italy."
181,Shahjalal University of Science and Technology was established in 1986.,Shahjalal University of Science and Technology
182,"Awards KFO won a Peabody award in 1949 for its ""whimsy and gentle satire of the James Barrie-Lewis Carroll sort,"" and two Emmy awards: in 1954 for Best Children's Program, and in 1971 for Outstanding Children's Programming. Later series","Among many other honors, the program won a Peabody award in 1949 for its ""whimsy and gentle satire of the James Barrie-Lewis Carroll sort,"" and two Emmy awards: in 1954 for Best Children's Program, and in 1971 for Outstanding Children's Programming."
182,"Kukla, Fran and Ollie is an early American television show using puppets.","Kukla, Ollie, and Fran Kukla, Fran and Ollie was a 30-minute television program starring puppets Kukla and Ollie and a live performer named Fran Allison."
183,"It was originally part of a larger group of statuary, including the chariot, at least four horses and possibly two grooms. Some fragments of the horses were found with the statue.","The statue was probably a part of a larger group of statues. These statues probably included the chariot, four (possibly six) horses, and two grooms."
183,"The Charioteer of Delphi, also known as Heniokhos (, the rein-holder), is one of the best-known statues surviving from Ancient Greece, and is considered one of the finest examples of ancient bronze sculptures.",The Charioteer of Delphi is an Ancient Greek bronzesculpture. It is considered one of the finest sculptures from antiquity.
183,The life-size (1.8m) statue of a chariot driver was found in 1896 at the Sanctuary of Apollo in Delphi.,The statue is life-sized. It stands 1.8 m and dates to 478 or 474 BC. It was discovered in 1896 at the Sanctuary of Apollo in Delphi.
184,"Among the dancers of the Paris Opera Ballet, 95 percent have attended the Paris Opera Ballet School.",Most of the company's dancers were trained at the Paris Opera Ballet School (in french: École de danse de l'Opéra national de Paris).
184,Aurélie Dupont took over the direction of the ballet company on 1 August 2016. She was Danseuse Étoile from 1994 to 2015.,"It is directed by the dance director, Aurélie Dupont, a former danseuse étoile from 1994 to 2015."
184,The Paris Opera Ballet () is a French ballet company that is an integral part of the Paris Opera and the oldest national ballet company.,The Paris Opera Ballet (in french: Ballet de l'Opéra national de Paris) is the oldest national ballet company in the world.
189,"It is the second largest city in Quebec after Montreal, and the seventh largest metropolitan area and eleventh largest city in Canada.",It is the capital of Quebec province and its second biggest city. It is also the fourth most economically prosperous Canadian city.
189,"Quebec City ( or ; ; , ), officially Québec, is the capital city of the Canadian province of Quebec.","Quebec (in French: Québec), or Vielle-capital (old capital), is a city in Canada."
189,"Quebec City is governed by a mayor-council government, which includes the 21 single-member districts of the legislative Quebec City Council and the separately elected mayor.","The city of Quebec is a part of the National Capital administrative region, one of Quebec's 17 administrative regions."
189,"Quebec was founded by Samuel de Champlain, a French explorer and diplomat, on 3 July 1608, and at the site of a long abandoned St. Lawrence Iroquoian settlement called Stadacona. Champlain, also called ""The Father of New France"", served as its administrator for the rest of his life.",The founder of Quebec City was Samuel de Champlain.
189,"The Algonquian people had originally named the area Kébec, an Algonquin word meaning ""where the river narrows"", because the Saint Lawrence River narrows proximate to the promontory of Quebec and its Cape Diamant.","The city name: Quebec, comes from the Algonquin word Kebec, which means ""the river narrows""."
